id;documento
82;"Era ele que erguia casas
Onde antes só havia chão.
Como um pássaro sem asas 
Ele subia com as asas
Que lhe brotavam da mão.
Mas tudo desconhecia 
De sua grande missão:
Não sabia por exemplo
Que a casa de um homem é um templo
Um templo sem religião
Como tampouco sabia
Que a casa que ele fazia
Sendo a sua liberdade
Era a sua escravidão.

De fato como podia
Um operário em construção
Compreender porque um tijolo
Valia mais do que um pão?
Tijolos ele empilhava
Com pá, cimento e esquadria
Quanto ao pão, ele o comia
Mas fosse comer tijolo!
E assim o operário ia
Com suor e com cimento
Erguendo uma casa aqui
Adiante um apartamento

Além uma igreja, à frente
Um quartel e uma prisão:
Prisão de que sofreria
Não fosse eventualmente
Um operário em construcão.
Mas ele desconhecia
Esse fato extraordinário:
Que o operário faz a coisa
E a coisa faz o operário.
De forma que, certo dia
À mesa, ao cortar o pão
O operário foi tomado
De uma subita emoção
Ao constatar assombrado 
Que tudo naquela mesa
- Garrafa, prato, facão
Era ele quem fazia
Ele, um humilde operário
Um operário em construção.
Olhou em torno: a gamela
Banco, enxerga, caldeirão
Vidro, parede, janela
Casa, cidade, nação!
Tudo, tudo o que existia
Era ele quem os fazia
Ele, um humilde operário
Um operário que sabia 
Exercer a profissão.

Ah, homens de pensamento
Nao sabereis nunca o quanto
Aquele humilde operário
Soube naquele momento 
Naquela casa vazia
Que ele mesmo levantara 
Um mundo novo nascia
De que sequer suspeitava.
O operário emocionado 
Olhou sua propria mão
Sua rude mão de operário
De operário em construção 
E olhando bem para ela
Teve um segundo a impressão
De que não havia no mundo
Coisa que fosse mais bela.

Foi dentro dessa compreensão
Desse instante solitário
Que, tal sua construção
Cresceu também o operário
Cresceu em alto e profundo
Em largo e no coração
E como tudo que cresce
Ele nao cresceu em vão
Pois além do que sabia
- Excercer a profissão -
O operário adquiriu
Uma nova dimensão:
A dimensão da poesia.

E um fato novo se viu
Que a todos admirava: 
O que o operário dizia
Outro operário escutava.
E foi assim que o operário
Do edificio em construção
Que sempre dizia ""sim""
Começou a dizer ""não""
E aprendeu a notar coisas
A que nao dava atenção:
Notou que sua marmita
Era o prato do patrão
Que sua cerveja preta
Era o uisque do patrão
Que seu macacão de zuarte
Era o terno do patrão
Que o casebre onde morava
Era a mansão do patrão
Que seus dois pés andarilhos
Eram as rodas do patrão
Que a dureza do seu dia
Era a noite do patrão
Que sua imensa fadiga
Era amiga do patrão.

E o operário disse: Não!
E o operário fez-se forte
Na sua resolução

Como era de se esperar
As bocas da delação
Comecaram a dizer coisas
Aos ouvidos do patrão
Mas o patrão não queria
Nenhuma preocupação.
- ""Convençam-no"" do contrário
Disse ele sobre o operário
E ao dizer isto sorria.

Dia seguinte o operário
Ao sair da construção
Viu-se súbito cercado
Dos homens da delação
E sofreu por destinado
Sua primeira agressão
Teve seu rosto cuspido
Teve seu braço quebrado
Mas quando foi perguntado
O operário disse: Não!

Em vão sofrera o operário
Sua primeira agressão
Muitas outras seguiram
Muitas outras seguirão
Porém, por imprescindível
Ao edificio em construção
Seu trabalho prosseguia
E todo o seu sofrimento
Misturava-se ao cimento
Da construção que crescia.

Sentindo que a violência
Não dobraria o operário
Um dia tentou o patrão
Dobrá-lo de modo contrário
De sorte que o foi levando
Ao alto da construção
E num momento de tempo
Mostrou-lhe toda a região
E apontando-a ao operário
Fez-lhe esta declaração: 
- Dar-te-ei todo esse poder
E a sua satisfação
Porque a mim me foi entregue
E dou-o a quem quiser.
Dou-te tempo de lazer
Dou-te tempo de mulher
Portanto, tudo o que ver
Será teu se me adorares
E, ainda mais, se abandonares
O que te faz dizer não.

Disse e fitou o operário
Que olhava e refletia
Mas o que via o operário
O patrão nunca veria
O operário via casas
E dentro das estruturas
Via coisas, objetos
Produtos, manufaturas.
Via tudo o que fazia
O lucro do seu patrão
E em cada coisa que via
Misteriosamente havia
A marca de sua mão.
E o operário disse: Não!

- Loucura! - gritou o patrão
Nao vês o que te dou eu?
- Mentira! - disse o operário
Não podes dar-me o que é meu.

E um grande silêncio fez-se
Dentro do seu coração
Um silêncio de martirios
Um silêncio de prisão.
Um silêncio povoado
De pedidos de perdão
Um silêncio apavorado
Com o medo em solidão
Um silêncio de torturas
E gritos de maldição
Um silêncio de fraturas
A se arrastarem no chão
E o operário ouviu a voz
De todos os seus irmãos
Os seus irmãos que morreram
Por outros que viverão
Uma esperança sincera
Cresceu no seu coração
E dentro da tarde mansa
Agigantou-se a razão
De um homem pobre e esquecido
Razão porém que fizera
Em operário construido
O operário em construção"
83;"Sim, sei bem
Que nunca serei alguém.
Sei de sobra
Que nunca terei uma obra.
Sei, enfim,
Que nunca saberei de mim.
Sim, mas agora,
Enquanto dura esta hora,
Este luar, estes ramos,
Esta paz em que estamos,
Deixem-me crer
O que nunca poderei ser."
84;"Foi para ti que criei as rosas.
Foi para ti que lhes dei perfume.
Para ti rasguei ribeiros
e dei ás romãs a cor do lume."
85;"Deixa dizer-te os lindos versos raros
Que a minha boca tem pra te dizer!
São talhados em mármore de Paros
Cinzelados por mim pra te oferecer.

Têm dolência de veludos caros,
São como sedas pálidas a arder...
Deixa dizer-te os lindos versos raros
Que foram feitos pra te endoidecer!

Mas, meu Amor, eu não tos digo ainda...
Que a boca da mulher é sempre linda
Se dentro guarda um verso que não diz!

Amo-te tanto! E nunca te beijei...
E nesse beijo, Amor, que eu te não dei
Guardo os versos mais lindos que te fiz!

"
86;"Morre lentamente
quem se transforma em escravo do hábito, 
repetindo todos os dias os mesmos trajectos, quem não muda de marca
Não se arrisca a vestir uma nova cor ou não conversa com quem não conhece. 
Morre lentamente
quem faz da televisão o seu guru.
Morre lentamente
quem evita uma paixão,
quem prefere o negro sobre o branco
e os pontos sobre os ""is"" em detrimento de um redemoinho de emoções,
justamente as que resgatam o brilho dos olhos,
sorrisos dos bocejos,
corações aos tropeços e sentimentos.
Morre lentamente 
quem não vira a mesa quando está infeliz com o seu trabalho,
quem não arrisca o certo pelo incerto para ir atrás de um sonho,
quem não se permite pelo menos uma vez na vida, 
fugir dos conselhos sensatos.
Morre lentamente
quem não viaja, 
quem não lê, 
quem não ouve música, 
quem não encontra graça em si mesmo.
Morre lentamente
quem destrói o seu amor-próprio,
quem não se deixa ajudar.
Morre lentamente, 
quem passa os dias queixando-se da sua má sorte 
ou da chuva incessante.
Morre lentamente, 
quem abandona um projecto antes de iniciá-lo, 
não pergunta sobre um assunto que desconhece
ou não responde quando lhe indagam sobre algo que sabe.

Evitemos a morte em doses suaves, 
recordando sempre que estar vivo exige um esforço muito maior 
que o simples fato de respirar. Somente a perseverança fará com que conquistemos
um estágio esplêndido de felicidade.
"
87;dizem que a paixão o conheceu mas hoje vive escondido nuns óculos escuros senta-se no estremecer da noite enumera o que lhe sobejou do adolescente rosto turvo pela ligeira náusea da velhice  conhece a solidão de quem permanece acordado quase sempre estendido ao lado do sono pressente o suave esvoaçar da idade ergue-se para o espelho que lhe devolve um sorriso tamanho do medo  dizem que vive na transparência do sonho à beira-mar envelheceu vagarosamente sem que nenhuma ternura nenhuma alegria nenhum ofício cantante o tenha convencido a permanecer entre os vivos
88;"Sê paciente; espera
que a palavra amadureça
e se desprenda como um fruto
ao passar o vento que a mereça."
89;"fingir que está tudo bem: o corpo rasgado e vestido
com roupa passada a ferro, rastos de chamas dentro
do corpo, gritos desesperados sob as conversas: fingir
que está tudo bem: olhas-me e só tu sabes: na rua onde
os nossos olhares se encontram é noite: as pessoas
não imaginam: são tão ridículas as pessoas, tão
desprezíveis: as pessoas falam e não imaginam: nós
olhamo-nos: fingir que está tudo bem: o sangue a ferver
sob a pele igual aos dias antes de tudo, tempestades de
medo nos lábios a sorrir: será que vou morrer?, pergunto
dentro de mim: será que vou morrer? olhas-me e só tu sabes:
ferros em brasa, fogo, silêncio e chuva que não se pode dizer:
amor e morte: fingir que está tudo bem: ter de sorrir: um
oceano que nos queima, um incêndio que nos afoga. 
"
90;há-de flutuar uma cidade no crepúsculo da vida pensava eu... como seriam felizes as mulheres à beira mar debruçadas para a luz caiada remendando o pano das velas espiando o mar e a longitude do amor embarcado  por vezes uma gaivota pousava nas águas outras era o sol que cegava e um dardo de sangue alastrava pelo linho da noite os dias lentíssimos... sem ninguém  e nunca me disseram o nome daquele oceano esperei sentada à porta... dantes escrevia cartas punha-me a olhar a risca de mar ao fundo da rua assim envelheci... acreditando que algum homem ao passar se espantasse com a minha solidão  (anos mais tarde, recordo agora, cresceu-me uma pérola no coração. mas estou só, muito só, não tenho a quem a deixar.)  um dia houve que nunca mais avistei cidades crepusculares e os barcos deixaram de fazer escala à minha porta inclino-me de novo para o pano deste século recomeço a bordar ou a dormir tanto faz sempre tive dúvidas que alguma vez me visite a felicidade
91;"Não posso adiar o amor para outro século 
não posso 
ainda que o grito sufoque na garganta 
ainda que o ódio estale e crepite e arda 
sob as montanhas cinzentas 
e montanhas cinzentas 

Não posso adiar este braço 
que é uma arma de dois gumes amor e ódio 

Não posso adiar 
ainda que a noite pese séculos sobre as costas 
e a aurora indecisa demore 
não posso adiar para outro século a minha vida 
nem o meu amor 
nem o meu grito de libertação 

Não posso adiar o coração."
92;"1.
Sê tu a palavra,
branca rosa brava.

2.
Só o desejo é matinal.

3.
Poupar o coração
é permitir à morte
coroar-se de alegria.

4.
Morre
de ter ousado
na água amar o fogo.

5.
Beber-te a sede e partir
- eu sou de tão longe.

6.
Da chama à espada
o caminho é solitário.

7.
Que me quereis,
se me não dais
o que é tão meu?"
93;"Sei os teus seios. 
Sei-os de cor. 

Para a frente, para cima, 
Despontam, alegres, os teus seios. 

Vitoriosos já, 
Mas não ainda triunfais. 

Quem comparou os seios que são teus 
(Banal imagem) a colinas! 

Com donaire avançam os teus seios, 
Ó minha embarcação! 

Porque não há 
Padarias que em vez de pão nos dêem seios 
Logo p'la manhã? 

Quantas vezes 
Interrogaste, ao espelho, os seios? 

Tão tolos os teus seios! Toda a noite 
Com inveja um do outro, toda a santa 
Noite! 

Quantos seios ficaram por amar? 

Seios pasmados, seios lorpas, seios 
Como barrigas de glutões! 

Seios decrépitos e no entanto belos 
Como o que já viveu e fez viver! 

Seios inacessíveis e tão altos 
Como um orgulho que há-de rebentar 
Em deseperadas, quarentonas lágrimas... 

Seios fortes como os da Liberdade 
-Delacroix-guiando o Povo. 

Seios que vão à escola p'ra de lá saírem 
Direitinhos p'ra casa... 

Seios que deram o bom leite da vida 
A vorazes filhos alheios! 

Diz-se rijo dum seio que, vencido, 
Acaba por vencer... 

O amor excessivo dum poeta: 
""E hei-de mandar fazer um almanaque 
da pele encadernado do teu seio""
(Gomes Leal)

Retirar-me para uns seios que me esperam 
Há tantos anos, fielmente, na província! 

Arrulho de pequenos seios 
No peitoril de uma janela 
Aberta sobre a vida. 

Botas, botirrafas 
Pisando tudo, até os seios 
Em que o amor se exalta e robustece! 

Seios adivinhados, entrevistos, 
Jamais possuídos, sempre desejados! 

""Oculta, pois, oculta esses objectos 
Altares onde fazem sacrifícios 
Quantos os vêem com olhos indiscretos"" 
(Abade de Jazente)

Raimundo Lúlio, a mulher casada 
Que cortejaste, que perseguiste
Até entrares, a cavalo, p'la igreja 
Onde fora rezar, 
Mudou-te a vida quando te mostrou 
(""É isto que amas?"") 
De repente a podridão do seio. 

Raparigas dos limões a oferecerem 
Fruta mais atrevida: inesperados seios... 

Uma roda de velhos seios despeitados, 
Rabujando, 
A pretexto de chá... 

Engolfo-me num seio até perder 
Memória de quem sou... 

Quantos seios devorou a guerra, quantos, 
Depressa ou devagar, roubou à vida, 
À alegria, ao amor e às gulosas 
Bocas dos miúdos! 

Pouso a cabeça no teu seio 
E nenhum desejo me estremece a carne. 

Vejo os teus seios, absortos 
Sobre um pequeno ser"
94;"Quero voar
-mas saem da lama
garras de chão
que me prendem os tornozelos.

Quero morrer
-mas descem das nuvens
braços de angústia
que me seguram pelos cabelos.

E assim suspenso
no clamor da tempestade
como um saco de problemas
-tapo os olhos com as lágrimas
para não ver as algemas...

(Mas qualquer balouçar ao vento me parece Liberdade.)"
95;"É claro que a vida é boa
E a alegria, a única indizível emoção
É claro que te acho linda
Em ti bendigo o amor das coisas simples
É claro que te amo
E tenho tudo para ser feliz
Mas acontece que eu sou triste..."
96;"Um beijo em lábios é que se demora
e tremem no abrir-se a dentes línguas
tão penetrantes quanto línguas podem.
Mais beijo é mais. É boca aberta hiante
para de encher-se ao que se mova nela.
É dentes se apertando delicados.
É língua que na boca se agitando
irá de um corpo inteiro descobrir o gosto
e sobretudo o que se oculta em sombras
e nos recantos em cabelos vive.
É beijo tudo o que de lábios seja
quanto de lábios se deseja."
97;"Estou farto do lirismo comedido
Do lirismo bem comportado
Do lirismo funcionário público com livro de ponto expediente 
protocolo e manifestações de apreço ao Sr. Diretor.
Estou farto do lirismo que pára e vai averiguar no dicionário o 
cunho vernáculo de um vocábulo.
Abaixo os puristas

Todas as palavras sobretudo os barbarismos universais
Todas as construções sobretudo as sintaxes de excepção
Todos os ritmos sobretudo os inumeráveis

Estou farto do lirismo namorador
Político
Raquítico
Sifilítico
De todo lirismo que capitula ao que quer que seja fora 
de si mesmo
De resto não é lirismo
Será contabilidade tabela de co-senos secretário 
do amante exemplar com cem modelos de cartas 
e as diferentes maneiras de agradar às mulheres, etc.

Quero antes o lirismo dos loucos
O lirismo dos bêbados
O lirismo difícil e pungente dos bêbedos
O lirismo dos clowns de Shakespeare

- Não quero mais saber do lirismo que não é libertação."
98;"Vem sentar-te comigo, Lídia, à beira do rio.
Sossegadamente fitemos o seu curso e aprendamos
Que a vida passa, e não estamos de mãos enlaçadas.
(Enlaçemos as mãos). 

Depois pensemos, crianças adultas, que a vida
Passa e não fica, nada deixa e nunca regressa,
Vai para um mar muito longe, para o pé do Fado,
Mais longe que os deuses.

Desenlacemos as mãos, porque não vale a pena cansarmo-nos.
Quer gozemos, quer não gozemos, passamos como o rio.
Mais vale saber passar silenciosamente.
E sem desassossegos grandes."
99;"Em todas as ruas te encontro
em todas as ruas te perco
conheço tão bem o teu corpo
sonhei tanto a tua figura
que é de olhos fechados que eu ando
a limitar a tua altura
e bebo a água e sorvo o ar
que te atravessou a cintura
tanto   tão perto   tão real
que o meu corpo se transfigura
e toca o seu próprio elemento
num corpo que já não é seu
num rio que desapareceu
onde um braço teu me procura

Em todas as ruas te encontro
em todas as ruas te perco

"
100;"Da alma e de quanto tiver
Quero que me despojeis,
contanto que me deixeis
Os olhos para vos ver."
