id;sentencas;documento
67;['É assim que te quero, amor, assim, amor, é que eu gosto de ti, tal como te vestes e como arranjas os cabelos e como a tua boca sorri, ágil como a água da fonte sobre as pedras puras,', 'é assim que te quero, amada, Ao pão não peço que me ensine, mas antes que não me falte em cada dia que passa.', 'Da luz nada sei, nem donde vem nem para onde vai, apenas quero que a luz alumie, e também não peço à noite explicações, espero-a e envolve-me, e assim tu pão e luz e sombra és.', 'Chegastes à minha vida com o que trazias, feita de luz e pão e sombra, eu te esperava, e é assim que preciso de ti, assim que te amo, e os que amanhã quiserem ouvir o que não lhes direi, que o leiam aqui e retrocedam hoje porque é cedo para tais argumentos.', 'Amanhã dar-lhes-emos apenas uma folha da árvore do nosso amor, uma folha que há-de cair sobre a terra como se a tivessem produzido os nosso lábios, como um beijo caído das nossas alturas invencíveis para mostrar o fogo e a ternura de um amor verdadeiro.'];É assim que te quero, amor, assim, amor, é que eu gosto de ti, tal como te vestes e como arranjas os cabelos e como a tua boca sorri, ágil como a água da fonte sobre as pedras puras, é assim que te quero, amada, Ao pão não peço que me ensine, mas antes que não me falte em cada dia que passa. Da luz nada sei, nem donde vem nem para onde vai, apenas quero que a luz alumie, e também não peço à noite explicações, espero-a e envolve-me, e assim tu pão e luz e sombra és. Chegastes à minha vida com o que trazias, feita de luz e pão e sombra, eu te esperava, e é assim que preciso de ti, assim que te amo, e os que amanhã quiserem ouvir o que não lhes direi, que o leiam aqui e retrocedam hoje porque é cedo para tais argumentos. Amanhã dar-lhes-emos apenas uma folha da árvore do nosso amor, uma folha que há-de cair sobre a terra como se a tivessem produzido os nosso lábios, como um beijo caído das nossas alturas invencíveis para mostrar o fogo e a ternura de um amor verdadeiro.
68;['Chamo-Te porque tudo está ainda no princípio E suportar é o tempo mais comprido.', 'Peço-Te que venhas e me dês a liberdade, Que um só dos teus olhares me purifique e acabe.', 'Há muitas coisas que eu quero ver.', 'Peço-Te que sejas o presente.', 'Peço-Te que inundes tudo.', 'E que o teu reino antes do tempo venha.', 'E se derrame sobre a Terra', 'Em primavera feroz pricipitado.'];Chamo-Te porque tudo está ainda no princípio E suportar é o tempo mais comprido. Peço-Te que venhas e me dês a liberdade, Que um só dos teus olhares me purifique e acabe. Há muitas coisas que eu quero ver. Peço-Te que sejas o presente. Peço-Te que inundes tudo. E que o teu reino antes do tempo venha. E se derrame sobre a Terra Em primavera feroz pricipitado.
69;['Há palavras que nos beijam Como se tivessem boca, Palavras de amor, de esperança, De imenso amor, de esperança louca.', 'Palavras nuas que beijas Quando a noite perde o rosto, Palavras que se recusam Aos muros do teu desgosto.', 'De repente coloridas', 'Entre palavras sem cor, Esperadas, inesperadas', 'Como a poesia ou o amor.', '(O nome de quem se ama Letra a letra revelado No mármore distraído, No papel abandonado) Palavras que nos transportam Aonde a noite é mais forte, Ao silêncio dos amantes Abraçados contra a morte.'];Há palavras que nos beijam Como se tivessem boca, Palavras de amor, de esperança, De imenso amor, de esperança louca. Palavras nuas que beijas Quando a noite perde o rosto, Palavras que se recusam Aos muros do teu desgosto. De repente coloridas Entre palavras sem cor, Esperadas, inesperadas Como a poesia ou o amor. (O nome de quem se ama Letra a letra revelado No mármore distraído, No papel abandonado) Palavras que nos transportam Aonde a noite é mais forte, Ao silêncio dos amantes Abraçados contra a morte.
70;['Tu eras também uma pequena folha que tremia no meu peito.', 'O vento da vida pôs-te ali.', 'A princípio não te vi: não soube que ias comigo, até que as tuas raízes atravessaram o meu peito, se uniram aos fios do meu sangue, falaram pela minha boca, floresceram comigo.'];Tu eras também uma pequena folha que tremia no meu peito. O vento da vida pôs-te ali. A princípio não te vi: não soube que ias comigo, até que as tuas raízes atravessaram o meu peito, se uniram aos fios do meu sangue, falaram pela minha boca, floresceram comigo.
71;"['Nunca são as coisas mais simples que aparecem quando as esperamos.', 'O que é mais simples, como o amor, ou o mais evidente dos sorrisos, não se encontra no curso previsível da vida.', 'Porém, se nos distraímos do calendário, ou se o acaso dos passos nos empurrou para fora do caminho habitual, então as coisas são outras.', 'Nada do que se espera transforma o que somos se não for isso: um desvio no olhar; ou a mão que se demora no teu ombro, forçando uma aproximação dos lábios.']";"Nunca são as coisas mais simples que aparecem quando as esperamos. O que é mais simples, como o amor, ou o mais evidente dos sorrisos, não se encontra no curso previsível da vida. Porém, se nos distraímos do calendário, ou se o acaso dos passos nos empurrou para fora do caminho habitual, então as coisas são outras. Nada do que se espera transforma o que somos se não for isso: um desvio no olhar; ou a mão que se demora no teu ombro, forçando uma aproximação dos lábios."
72;['Devias estar aqui rente aos meus lábios para dividir contigo esta amargura dos meus dias partidos um a um - Eu vi a terra limpa no teu rosto, Só no teu rosto e nunca em mais nenhum'];Devias estar aqui rente aos meus lábios para dividir contigo esta amargura dos meus dias partidos um a um - Eu vi a terra limpa no teu rosto, Só no teu rosto e nunca em mais nenhum
73;['Temos, todos que vivemos, Uma vida que é vivida E outra vida que é pensada, E a única vida que temos É essa que é dividida', 'Entre a verdadeira e a errada.'];Temos, todos que vivemos, Uma vida que é vivida E outra vida que é pensada, E a única vida que temos É essa que é dividida Entre a verdadeira e a errada.
74;['Que pode uma criatura senão, entre outras criaturas, amar?', 'amar e esquecer, amar e malamar, amar, desamar, amar?', 'sempre, e até de olhos vidrados, amar?'];Que pode uma criatura senão, entre outras criaturas, amar? amar e esquecer, amar e malamar, amar, desamar, amar? sempre, e até de olhos vidrados, amar?
75;['Hoje roubei todas as rosas dos jardins e cheguei ao pé de ti de mãos vazias.'];Hoje roubei todas as rosas dos jardins e cheguei ao pé de ti de mãos vazias.
76;['Nomeei-te no meio dos meus sonhos chamei por ti na minha solidão troquei o céu azul pelos teus olhos e o meu sólido chão pelo teu amor'];Nomeei-te no meio dos meus sonhos chamei por ti na minha solidão troquei o céu azul pelos teus olhos e o meu sólido chão pelo teu amor
77;['Quem construiu Tebas, a das sete portas?', 'Nos livros vem o nome dos reis, Mas foram os reis que transportaram as pedras?', 'Babilónia, tantas vezes destruida, Quem outras tantas a reconstruiu?', 'Em que casas Da Lima Dourada moravam seus obreiros?', 'No dia em que ficou pronta a Muralha da China para onde Foram os seus pedreiros?', 'A grande Roma Está cheia de arcos de triunfo.', 'Quem os ergueu?', 'Sobre quem Triunfaram os Césares?', 'A tão cantada Bizâncio Sò tinha palácios', 'Para os seus habitantes?', 'Até a legendária Atlântida', 'Na noite em que o mar a engoliu Viu afogados gritar por seus escravos.', 'O jovem Alexandre conquistou as Indias Sózinho?', 'César venceu os gauleses.', 'Nem sequer tinha um cozinheiro ao seu serviço?', 'Quando a sua armada se afundou Filipe de Espanha Chorou.', 'E ninguém mais?', 'Frederico II ganhou a guerra dos sete anos', 'Quem mais a ganhou?', 'Em cada página uma vitòria.', 'Quem cozinhava os festins?', 'Em cada década um grande homem.', 'Quem pagava as despesas?', 'Tantas histórias', 'Quantas perguntas'];Quem construiu Tebas, a das sete portas? Nos livros vem o nome dos reis, Mas foram os reis que transportaram as pedras? Babilónia, tantas vezes destruida, Quem outras tantas a reconstruiu? Em que casas Da Lima Dourada moravam seus obreiros? No dia em que ficou pronta a Muralha da China para onde Foram os seus pedreiros? A grande Roma Está cheia de arcos de triunfo. Quem os ergueu? Sobre quem Triunfaram os Césares? A tão cantada Bizâncio Sò tinha palácios Para os seus habitantes? Até a legendária Atlântida Na noite em que o mar a engoliu Viu afogados gritar por seus escravos. O jovem Alexandre conquistou as Indias Sózinho? César venceu os gauleses. Nem sequer tinha um cozinheiro ao seu serviço? Quando a sua armada se afundou Filipe de Espanha Chorou. E ninguém mais? Frederico II ganhou a guerra dos sete anos Quem mais a ganhou? Em cada página uma vitòria. Quem cozinhava os festins? Em cada década um grande homem. Quem pagava as despesas? Tantas histórias Quantas perguntas
78;['Cai a pluma rítmico suspense do sinistro nas espumas primordiais de onde há pouco sobressaltara seu delírio a um cimo fenescido pela neutralidade idêntica do abismo'];Cai a pluma rítmico suspense do sinistro nas espumas primordiais de onde há pouco sobressaltara seu delírio a um cimo fenescido pela neutralidade idêntica do abismo
79;['Desconfiai do mais trivial, na aparência singelo.', 'E examinai, sobretudo, o que parece habitual.', 'Suplicamos expressamente: não aceiteis o que é de hábito como coisa natural, pois em tempo de desordem sangrenta, de confusão organizada, de arbitrariedade consciente, de humanidade desumanizada, nada deve parecer natural nada deve parecer impossível de mudar.'];Desconfiai do mais trivial, na aparência singelo. E examinai, sobretudo, o que parece habitual. Suplicamos expressamente: não aceiteis o que é de hábito como coisa natural, pois em tempo de desordem sangrenta, de confusão organizada, de arbitrariedade consciente, de humanidade desumanizada, nada deve parecer natural nada deve parecer impossível de mudar.
80;['Eles não sabem que o sonho é uma constante da vida tão concreta e definida como outra coisa qualquer, como esta pedra cinzenta em que me sento e descanso, como este ribeiro manso em serenos sobressaltos, como estes pinheiros altos que em verde e oiro se agitam, como estas aves que gritam em bebedeiras de azul.', 'Eles não sabem que o sonho é vinho, é espuma, é fermento, bichinho álacre e sedento, de focinho pontiagudo, que fossa através de tudo num perpétuo movimento.', 'Eles não sabem que o sonho é tela, é cor, é pincel, base, fuste, capitel, arco em ogiva, vitral, pináculo de catedral, contraponto, sinfonia, máscara grega, magia, que é retorta de alquimista, mapa do mundo distante, rosa-dos-ventos, Infante, caravela quinhentista, que é Cabo da Boa Esperança, ouro, canela, marfim, florete de espadachim, bastidor, passo de dança, Colombina e Arlequim, passarola voadora, pára-raios, locomotiva, barco de proa festiva, alto-forno, geradora, cisão do átomo, radar, ultra-som, televisão, desembarque em foguetão na superfície lunar.', 'Eles não sabem, nem sonham, que o sonho comanda a vida.', 'Que sempre que um homem sonha o mundo pula e avança como bola colorida entre as mãos de uma criança.'];Eles não sabem que o sonho é uma constante da vida tão concreta e definida como outra coisa qualquer, como esta pedra cinzenta em que me sento e descanso, como este ribeiro manso em serenos sobressaltos, como estes pinheiros altos que em verde e oiro se agitam, como estas aves que gritam em bebedeiras de azul. Eles não sabem que o sonho é vinho, é espuma, é fermento, bichinho álacre e sedento, de focinho pontiagudo, que fossa através de tudo num perpétuo movimento. Eles não sabem que o sonho é tela, é cor, é pincel, base, fuste, capitel, arco em ogiva, vitral, pináculo de catedral, contraponto, sinfonia, máscara grega, magia, que é retorta de alquimista, mapa do mundo distante, rosa-dos-ventos, Infante, caravela quinhentista, que é Cabo da Boa Esperança, ouro, canela, marfim, florete de espadachim, bastidor, passo de dança, Colombina e Arlequim, passarola voadora, pára-raios, locomotiva, barco de proa festiva, alto-forno, geradora, cisão do átomo, radar, ultra-som, televisão, desembarque em foguetão na superfície lunar. Eles não sabem, nem sonham, que o sonho comanda a vida. Que sempre que um homem sonha o mundo pula e avança como bola colorida entre as mãos de uma criança.
83;['Sim, sei bem Que nunca serei alguém.', 'Sei de sobra Que nunca terei uma obra.', 'Sei, enfim, Que nunca saberei de mim.', 'Sim, mas agora, Enquanto dura esta hora, Este luar, estes ramos, Esta paz em que estamos, Deixem-me crer', 'O que nunca poderei ser.'];Sim, sei bem Que nunca serei alguém. Sei de sobra Que nunca terei uma obra. Sei, enfim, Que nunca saberei de mim. Sim, mas agora, Enquanto dura esta hora, Este luar, estes ramos, Esta paz em que estamos, Deixem-me crer O que nunca poderei ser.
84;['Foi para ti que criei as rosas.', 'Foi para ti que lhes dei perfume.', 'Para ti rasguei ribeiros e dei ás romãs a cor do lume.'];Foi para ti que criei as rosas. Foi para ti que lhes dei perfume. Para ti rasguei ribeiros e dei ás romãs a cor do lume.
85;['Deixa dizer-te os lindos versos raros', 'Que a minha boca tem pra te dizer!', 'São talhados em mármore de Paros Cinzelados por mim pra te oferecer.', 'Têm dolência de veludos caros, São como sedas pálidas a arder...', 'Deixa dizer-te os lindos versos raros Que foram feitos pra te endoidecer!', 'Mas, meu Amor, eu não tos digo ainda...', 'Que a boca da mulher é sempre linda Se dentro guarda um verso que não diz!', 'Amo-te tanto!', 'E nunca te beijei...', 'E nesse beijo, Amor, que eu te não dei Guardo os versos mais lindos que te fiz!'];Deixa dizer-te os lindos versos raros Que a minha boca tem pra te dizer! São talhados em mármore de Paros Cinzelados por mim pra te oferecer. Têm dolência de veludos caros, São como sedas pálidas a arder... Deixa dizer-te os lindos versos raros Que foram feitos pra te endoidecer! Mas, meu Amor, eu não tos digo ainda... Que a boca da mulher é sempre linda Se dentro guarda um verso que não diz! Amo-te tanto! E nunca te beijei... E nesse beijo, Amor, que eu te não dei Guardo os versos mais lindos que te fiz!
86;"['Morre lentamente quem se transforma em escravo do hábito, repetindo todos os dias os mesmos trajectos, quem não muda de marca Não se arrisca a vestir uma nova cor ou não conversa com quem não conhece.', 'Morre lentamente quem faz da televisão o seu guru.', 'Morre lentamente quem evita uma paixão, quem prefere o negro sobre o branco e os pontos sobre os ""is"" em detrimento de um redemoinho de emoções, justamente as que resgatam o brilho dos olhos, sorrisos dos bocejos, corações aos tropeços e sentimentos.', 'Morre lentamente quem não vira a mesa quando está infeliz com o seu trabalho, quem não arrisca o certo pelo incerto para ir atrás de um sonho, quem não se permite pelo menos uma vez na vida, fugir dos conselhos sensatos.', 'Morre lentamente quem não viaja, quem não lê, quem não ouve música, quem não encontra graça em si mesmo.', 'Morre lentamente quem destrói o seu amor-próprio, quem não se deixa ajudar.', 'Morre lentamente, quem passa os dias queixando-se da sua má sorte ou da chuva incessante.', 'Morre lentamente, quem abandona um projecto antes de iniciá-lo, não pergunta sobre um assunto que desconhece ou não responde quando lhe indagam sobre algo que sabe.', 'Evitemos a morte em doses suaves, recordando sempre que estar vivo exige um esforço muito maior que o simples fato de respirar.', 'Somente a perseverança fará com que conquistemos um estágio esplêndido de felicidade.']";"Morre lentamente quem se transforma em escravo do hábito, repetindo todos os dias os mesmos trajectos, quem não muda de marca Não se arrisca a vestir uma nova cor ou não conversa com quem não conhece. Morre lentamente quem faz da televisão o seu guru. Morre lentamente quem evita uma paixão, quem prefere o negro sobre o branco e os pontos sobre os ""is"" em detrimento de um redemoinho de emoções, justamente as que resgatam o brilho dos olhos, sorrisos dos bocejos, corações aos tropeços e sentimentos. Morre lentamente quem não vira a mesa quando está infeliz com o seu trabalho, quem não arrisca o certo pelo incerto para ir atrás de um sonho, quem não se permite pelo menos uma vez na vida, fugir dos conselhos sensatos. Morre lentamente quem não viaja, quem não lê, quem não ouve música, quem não encontra graça em si mesmo. Morre lentamente quem destrói o seu amor-próprio, quem não se deixa ajudar. Morre lentamente, quem passa os dias queixando-se da sua má sorte ou da chuva incessante. Morre lentamente, quem abandona um projecto antes de iniciá-lo, não pergunta sobre um assunto que desconhece ou não responde quando lhe indagam sobre algo que sabe. Evitemos a morte em doses suaves, recordando sempre que estar vivo exige um esforço muito maior que o simples fato de respirar. Somente a perseverança fará com que conquistemos um estágio esplêndido de felicidade."
87;['dizem que a paixão o conheceu mas hoje vive escondido nuns óculos escuros senta-se no estremecer da noite enumera o que lhe sobejou do adolescente rosto turvo pela ligeira náusea da velhice conhece a solidão de quem permanece acordado quase sempre estendido ao lado do sono pressente o suave esvoaçar da idade ergue-se para o espelho que lhe devolve um sorriso tamanho do medo', 'dizem que vive na transparência do sonho à beira-mar envelheceu vagarosamente sem que nenhuma ternura nenhuma alegria nenhum ofício cantante o tenha convencido a permanecer entre os vivos'];dizem que a paixão o conheceu mas hoje vive escondido nuns óculos escuros senta-se no estremecer da noite enumera o que lhe sobejou do adolescente rosto turvo pela ligeira náusea da velhice conhece a solidão de quem permanece acordado quase sempre estendido ao lado do sono pressente o suave esvoaçar da idade ergue-se para o espelho que lhe devolve um sorriso tamanho do medo dizem que vive na transparência do sonho à beira-mar envelheceu vagarosamente sem que nenhuma ternura nenhuma alegria nenhum ofício cantante o tenha convencido a permanecer entre os vivos
88;"['Sê paciente; espera que a palavra amadureça e se desprenda como um fruto ao passar o vento que a mereça.']";"Sê paciente; espera que a palavra amadureça e se desprenda como um fruto ao passar o vento que a mereça."
89;['fingir que está tudo bem: o corpo rasgado e vestido com roupa passada a ferro, rastos de chamas dentro do corpo, gritos desesperados sob as conversas: fingir que está tudo bem: olhas-me e só tu sabes: na rua onde os nossos olhares se encontram é noite: as pessoas não imaginam:', 'são tão ridículas as pessoas, tão desprezíveis: as pessoas falam e não imaginam:', 'nós olhamo-nos: fingir que está tudo bem: o sangue a ferver sob a pele igual aos dias antes de tudo, tempestades de medo nos lábios a sorrir:', 'será que vou morrer?', ', pergunto dentro de mim: será que vou morrer?', 'olhas-me e só tu sabes: ferros em brasa, fogo, silêncio e chuva que não se pode dizer:', 'amor e morte:', 'fingir que está tudo bem: ter de sorrir: um oceano que nos queima, um incêndio que nos afoga.'];fingir que está tudo bem: o corpo rasgado e vestido com roupa passada a ferro, rastos de chamas dentro do corpo, gritos desesperados sob as conversas: fingir que está tudo bem: olhas-me e só tu sabes: na rua onde os nossos olhares se encontram é noite: as pessoas não imaginam: são tão ridículas as pessoas, tão desprezíveis: as pessoas falam e não imaginam: nós olhamo-nos: fingir que está tudo bem: o sangue a ferver sob a pele igual aos dias antes de tudo, tempestades de medo nos lábios a sorrir: será que vou morrer?, pergunto dentro de mim: será que vou morrer? olhas-me e só tu sabes: ferros em brasa, fogo, silêncio e chuva que não se pode dizer: amor e morte: fingir que está tudo bem: ter de sorrir: um oceano que nos queima, um incêndio que nos afoga.
90;['há-de flutuar uma cidade no crepúsculo da vida pensava eu...', 'como seriam felizes as mulheres à beira mar debruçadas para a luz caiada remendando o pano das velas espiando o mar e a longitude do amor embarcado por vezes uma gaivota pousava nas águas outras era o sol que cegava e um dardo de sangue alastrava pelo linho da noite os dias lentíssimos...', 'sem ninguém e nunca me disseram o nome daquele oceano esperei sentada à porta...', 'dantes escrevia cartas punha-me a olhar a risca de mar ao fundo da rua assim envelheci... acreditando que algum homem ao passar se espantasse com a minha solidão (anos mais tarde, recordo agora, cresceu-me uma pérola no coração.', 'mas estou só, muito só, não tenho a quem a deixar.) um dia houve que nunca mais avistei cidades crepusculares e os barcos deixaram de fazer escala à minha porta inclino-me de novo para o pano deste século recomeço a bordar ou a dormir tanto faz sempre tive dúvidas que alguma vez me visite a felicidade'];há-de flutuar uma cidade no crepúsculo da vida pensava eu... como seriam felizes as mulheres à beira mar debruçadas para a luz caiada remendando o pano das velas espiando o mar e a longitude do amor embarcado por vezes uma gaivota pousava nas águas outras era o sol que cegava e um dardo de sangue alastrava pelo linho da noite os dias lentíssimos... sem ninguém e nunca me disseram o nome daquele oceano esperei sentada à porta... dantes escrevia cartas punha-me a olhar a risca de mar ao fundo da rua assim envelheci... acreditando que algum homem ao passar se espantasse com a minha solidão (anos mais tarde, recordo agora, cresceu-me uma pérola no coração. mas estou só, muito só, não tenho a quem a deixar.) um dia houve que nunca mais avistei cidades crepusculares e os barcos deixaram de fazer escala à minha porta inclino-me de novo para o pano deste século recomeço a bordar ou a dormir tanto faz sempre tive dúvidas que alguma vez me visite a felicidade
91;['Não posso adiar o amor para outro século não posso ainda que o grito sufoque na garganta ainda que o ódio estale e crepite e arda sob as montanhas cinzentas e montanhas cinzentas Não posso adiar este braço que é uma arma de dois gumes amor e ódio Não posso adiar ainda que a noite pese séculos sobre as costas e a aurora indecisa demore não posso adiar para outro século a minha vida nem o meu amor nem o meu grito de libertação Não posso adiar o coração.'];Não posso adiar o amor para outro século não posso ainda que o grito sufoque na garganta ainda que o ódio estale e crepite e arda sob as montanhas cinzentas e montanhas cinzentas Não posso adiar este braço que é uma arma de dois gumes amor e ódio Não posso adiar ainda que a noite pese séculos sobre as costas e a aurora indecisa demore não posso adiar para outro século a minha vida nem o meu amor nem o meu grito de libertação Não posso adiar o coração.
92;['1.', 'Sê tu a palavra, branca rosa brava.', '2.', 'Só o desejo é matinal.', '3.', 'Poupar o coração é permitir à morte coroar-se de alegria.', '4.', 'Morre de ter ousado na água amar o fogo.', '5.', 'Beber-te a sede e partir - eu sou de tão longe.', '6.', 'Da chama à espada o caminho é solitário.', '7.', 'Que me quereis, se me não dais o que é tão meu?'];1. Sê tu a palavra, branca rosa brava. 2. Só o desejo é matinal. 3. Poupar o coração é permitir à morte coroar-se de alegria. 4. Morre de ter ousado na água amar o fogo. 5. Beber-te a sede e partir - eu sou de tão longe. 6. Da chama à espada o caminho é solitário. 7. Que me quereis, se me não dais o que é tão meu?
94;['Quero voar -mas saem da lama garras de chão que me prendem os tornozelos.', 'Quero morrer -mas descem das nuvens braços de angústia que me seguram pelos cabelos.', 'E assim suspenso no clamor da tempestade como um saco de problemas -tapo os olhos com as lágrimas para não ver as algemas...', '(Mas qualquer balouçar ao vento me parece Liberdade.)'];Quero voar -mas saem da lama garras de chão que me prendem os tornozelos. Quero morrer -mas descem das nuvens braços de angústia que me seguram pelos cabelos. E assim suspenso no clamor da tempestade como um saco de problemas -tapo os olhos com as lágrimas para não ver as algemas... (Mas qualquer balouçar ao vento me parece Liberdade.)
95;['É claro que a vida é boa E a alegria, a única indizível emoção É claro que te acho linda', 'Em ti bendigo o amor das coisas simples É claro que te amo E tenho tudo para ser feliz', 'Mas acontece que eu sou triste...'];É claro que a vida é boa E a alegria, a única indizível emoção É claro que te acho linda Em ti bendigo o amor das coisas simples É claro que te amo E tenho tudo para ser feliz Mas acontece que eu sou triste...
96;['Um beijo em lábios é que se demora e tremem no abrir-se a dentes línguas tão penetrantes quanto línguas podem.', 'Mais beijo é mais.', 'É boca aberta hiante para de encher-se ao que se mova nela.', 'É dentes se apertando delicados.', 'É língua que na boca se agitando irá de um corpo inteiro descobrir o gosto e sobretudo o que se oculta em sombras e nos recantos em cabelos vive.', 'É beijo tudo o que de lábios seja quanto de lábios se deseja.'];Um beijo em lábios é que se demora e tremem no abrir-se a dentes línguas tão penetrantes quanto línguas podem. Mais beijo é mais. É boca aberta hiante para de encher-se ao que se mova nela. É dentes se apertando delicados. É língua que na boca se agitando irá de um corpo inteiro descobrir o gosto e sobretudo o que se oculta em sombras e nos recantos em cabelos vive. É beijo tudo o que de lábios seja quanto de lábios se deseja.
97;['Estou farto do lirismo comedido Do lirismo bem comportado Do lirismo funcionário público com livro de ponto expediente protocolo e manifestações de apreço ao Sr. Diretor.', 'Estou farto do lirismo que pára e vai averiguar no dicionário o cunho vernáculo de um vocábulo.', 'Abaixo os puristas', 'Todas as palavras sobretudo os barbarismos universais', 'Todas as construções sobretudo as sintaxes de excepção', 'Todos os ritmos sobretudo os inumeráveis Estou farto do lirismo namorador Político Raquítico Sifilítico', 'De todo lirismo que capitula ao que quer que seja fora de si mesmo', 'De resto não é lirismo Será contabilidade tabela de co-senos secretário do amante exemplar com cem modelos de cartas e as diferentes maneiras de agradar às mulheres, etc.', 'Quero antes o lirismo dos loucos', 'O lirismo dos bêbados', 'O lirismo difícil e pungente dos bêbedos', 'O lirismo dos clowns de Shakespeare - Não quero mais saber do lirismo que não é libertação.'];Estou farto do lirismo comedido Do lirismo bem comportado Do lirismo funcionário público com livro de ponto expediente protocolo e manifestações de apreço ao Sr. Diretor. Estou farto do lirismo que pára e vai averiguar no dicionário o cunho vernáculo de um vocábulo. Abaixo os puristas Todas as palavras sobretudo os barbarismos universais Todas as construções sobretudo as sintaxes de excepção Todos os ritmos sobretudo os inumeráveis Estou farto do lirismo namorador Político Raquítico Sifilítico De todo lirismo que capitula ao que quer que seja fora de si mesmo De resto não é lirismo Será contabilidade tabela de co-senos secretário do amante exemplar com cem modelos de cartas e as diferentes maneiras de agradar às mulheres, etc. Quero antes o lirismo dos loucos O lirismo dos bêbados O lirismo difícil e pungente dos bêbedos O lirismo dos clowns de Shakespeare - Não quero mais saber do lirismo que não é libertação.
98;['Vem sentar-te comigo, Lídia, à beira do rio.', 'Sossegadamente fitemos o seu curso e aprendamos Que a vida passa, e não estamos de mãos enlaçadas.', '(Enlaçemos as mãos).', 'Depois pensemos, crianças adultas, que a vida Passa e não fica, nada deixa e nunca regressa, Vai para um mar muito longe, para o pé do Fado, Mais longe que os deuses.', 'Desenlacemos as mãos, porque não vale a pena cansarmo-nos.', 'Quer gozemos, quer não gozemos, passamos como o rio.', 'Mais vale saber passar silenciosamente.', 'E sem desassossegos grandes.'];Vem sentar-te comigo, Lídia, à beira do rio. Sossegadamente fitemos o seu curso e aprendamos Que a vida passa, e não estamos de mãos enlaçadas. (Enlaçemos as mãos). Depois pensemos, crianças adultas, que a vida Passa e não fica, nada deixa e nunca regressa, Vai para um mar muito longe, para o pé do Fado, Mais longe que os deuses. Desenlacemos as mãos, porque não vale a pena cansarmo-nos. Quer gozemos, quer não gozemos, passamos como o rio. Mais vale saber passar silenciosamente. E sem desassossegos grandes.
99;['Em todas as ruas te encontro em todas as ruas te perco conheço tão bem o teu corpo sonhei tanto a tua figura que é de olhos fechados que eu ando a limitar a tua altura e bebo a água e sorvo o ar que te atravessou a cintura tanto tão perto tão real que o meu corpo se transfigura e toca o seu próprio elemento num corpo que já não é seu num rio que desapareceu onde um braço teu me procura Em todas as ruas te encontro em todas as ruas te perco'];Em todas as ruas te encontro em todas as ruas te perco conheço tão bem o teu corpo sonhei tanto a tua figura que é de olhos fechados que eu ando a limitar a tua altura e bebo a água e sorvo o ar que te atravessou a cintura tanto tão perto tão real que o meu corpo se transfigura e toca o seu próprio elemento num corpo que já não é seu num rio que desapareceu onde um braço teu me procura Em todas as ruas te encontro em todas as ruas te perco
100;['Da alma e de quanto tiver Quero que me despojeis, contanto que me deixeis Os olhos para vos ver.'];Da alma e de quanto tiver Quero que me despojeis, contanto que me deixeis Os olhos para vos ver.
